sep=|
Flow|Field #|Beginning Location|Length|Contents|Name|Code Structure Description|IJE Only|VRDR Profile|Field|Encoding|Comments
Natality|20|68|5|Residence of Mother--City|CITYC|NCHS Instruction Manual: Part 8|||||
Natality|21|73|3|Residence of Mother--County|COUNTYC|NCHS Instruction Manual: Part 8|||||
Natality|22|76|2|"State| U.S. Territory or Canadian Province of Residence (Mother) - code"|STATEC|"NCHS Instruction Manual: Part 8
   ZZ = UNKNOWN OR BLANK U.S. STATE OR TERRITORY OR UNKNOWN/ UNCLASSIFIABLE COUNTRY
   XX = COUNTRY IS CANADA BUT UNKNOWN CANADIAN PROVINCE OR ANY COUNTRY THAT IS KNOWN| BUT NOT U.S. OR CANADA        For U.S. Territories:
   MP  NORTHERN MARIANAS
   AS  AMERICAN SAMOA
   GU  GUAM
   VI   VIRGIN ISLANDS
   PR  PUERTO RICO
For Canadian Provinces:
   AB  ALBERTA
   BC  BRITISH COLUMBIA
   MB  MANITOBA
   NB  NEW BRUNSWICK
   NL  NEWFOUNDLAND AND LABRADOR
   NS  NOVA SCOTIA
   NT  NORTHWEST TERRITORIES
   NU  NUNAVUT
   ON  ONTARIO
   PE  PRINCE EDWARD ISLAND
   QC  QUEBEC
   SK  SASKATCHEWAN
   YT  YUKON"|||||
Natality|23|78|2|Residence of Mother--Country|COUNTRYC|NCHS Instruction Manual: Part 8|||||
Natality|24|80|1|Residence of Mother--Inside City Limits|LIMITS|"Y = Yes
N = No
U = Unknown"|||||
Natality|25|81|4|Date of Birth (Father)--Year|FDOB_YR|"4 digit year; < year of birth of child| 9999"|||||
Natality|26|85|2|Date of Birth (Father)--Month|FDOB_MO|"01-12| 99"|||||
Natality|27|87|2|Date of Birth (Father)--Day|FDOB_DY|"01-31 (based on month)| 99"|||||
Natality|28|89|1|Date of Birth (Father)--Edit Flag|FAGE_BYPASS|"0 = Edit Passed
1 = Data Queried"|||||
Natality|29|90|1|Mother Married?--Ever (NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|MARE|"Y = Yes
N = No
U = Unknown"|||||
Natality|30|91|1|"Mother Married?-- At Conception| at Birth or any Time in Between"|MARN|"Y = Yes
N = No
U = Unknown"|||||
Natality|31|92|1|Mother Married?--Acknowledgement of Paternity Signed|ACKN|"Y = Yes
N = No
U = Unknown
X = Not Applicable"|||||
Natality|32|93|1|Mother's Education|MEDUC|"1 = 8th grade or less
2 = 9th through 12th grade; no diploma
3 = High School Graduate or GED Completed
4 = Some college credit| but no degree
5 = Associate Degree
6 = Bachelor's Degree
7 = Master's Degree
8 = Doctorate Degree or Professional Degree
9 = Unknown"|||||
Natality|33|94|1|Mother's Education--Edit Flag|MEDUC_BYPASS|"0 = Edit Passed
1 = Edit Failed| Data Queried and Verified
2 = Edit Failed| Data Queried| but not Verified"|||||
Natality|34|95|1|Mother of Hispanic Origin?--Mexican|METHNIC1|"N = No| Not Mexican
H = Yes| Mexican
U = Unknown"|||||
Natality|35|96|1|Mother of Hispanic Origin?--Puerto Rican|METHNIC2|"N = No| Not Puerto Rican
H = Yes| Puerto Rican
U = Unknown"|||||
Natality|36|97|1|Mother of Hispanic Origin?--Cuban|METHNIC3|"N = No| Not Cuban
H = Yes| Cuban
U = Unknown"|||||
Natality|37|98|1|Mother of Hispanic Origin?--Other|METHNIC4|"N = No| Not other Hispanic
H = Yes| other Hispanic
U = Unknown"|||||
Natality|38|99|20|Mother of Hispanic Origin?--Other Literal|METHNIC5|literal; blank|||||
Natality|39|119|1|Mother's Race--White|MRACE1|"Y = Yes| box for race checked
N = No| box for race not checked"|||||
Natality|40|120|1|Mother's Race--Black or African American|MRACE2|"Y| N"|||||
Natality|41|121|1|Mother's Race--American Indian or Alaska Native|MRACE3|"Y| N"|||||
Natality|42|122|1|Mother's Race--Asian Indian|MRACE4|"Y| N"|||||
Natality|43|123|1|Mother's Race--Chinese|MRACE5|"Y| N"|||||
Natality|44|124|1|Mother's Race--Filipino|MRACE6|"Y| N"|||||
Natality|45|125|1|Mother's Race--Japanese|MRACE7|"Y| N"|||||
Natality|46|126|1|Mother's Race--Korean|MRACE8|"Y| N"|||||
Natality|47|127|1|Mother's Race--Vietnamese|MRACE9|"Y| N"|||||
Natality|48|128|1|Mother's Race--Other Asian|MRACE10|"Y| N"|||||
Natality|49|129|1|Mother's Race--Native Hawaiian|MRACE11|"Y| N"|||||
Natality|50|130|1|Mother's Race--Guamanian or Chamorro|MRACE12|"Y| N"|||||
Natality|51|131|1|Mother's Race--Samoan|MRACE13|"Y| N"|||||
Natality|52|132|1|Mother's Race--Other Pacific Islander|MRACE14|"Y| N"|||||
Natality|53|133|1|Mother's Race--Other|MRACE15|"Y| N"|||||
Natality|54|134|30|Mother's Race--First American Indian or Alaska Native Literal|MRACE16|Literal; blank |||||
Natality|55|164|30|Mother's Race--Second American Indian or Alaska Native Literal|MRACE17|Literal; blank|||||
Natality|56|194|30|Mother's Race--First Other Asian Literal|MRACE18|Literal; blank|||||
Natality|57|224|30|Mother's Race--Second Other Asian Literal|MRACE19|Literal; blank|||||
Natality|58|254|30|Mother's Race--First Other Pacific Islander Literal|MRACE20|Literal; blank|||||
Natality|59|284|30|Mother's Race--Second Other Pacific Islander Literal|MRACE21|Literal; blank|||||
Natality|60|314|30|Mother's Race--First Other Literal|MRACE22|Literal; blank|||||
Natality|61|344|30|Mother's Race--Second Other Literal|MRACE23|Literal; blank|||||
Natality|62|374|3|Mother's Race Tabulation Variable 1E|MRACE1E|"NCHS Appendix E
(values for fields 62 - 77 returned from NCHS)
"|||||
Natality|63|377|3|Mother's Race Tabulation Variable 2E|MRACE2E|NCHS Appendix E|||||
Natality|64|380|3|Mother's Race Tabulation Variable 3E|MRACE3E|NCHS Appendix E|||||
Natality|65|383|3|Mother's Race Tabulation Variable 4E|MRACE4E|NCHS Appendix E|||||
Natality|66|386|3|Mother's Race Tabulation Variable 5E|MRACE5E|NCHS Appendix E|||||
Natality|67|389|3|Mother's Race Tabulation Variable 6E|MRACE6E|NCHS Appendix E|||||
Natality|68|392|3|Mother's Race Tabulation Variable 7E|MRACE7E|NCHS Appendix E|||||
Natality|69|395|3|Mother's Race Tabulation Variable 8E|MRACE8E|NCHS Appendix E|||||
Natality|70|398|3|Mother's Race Tabulation Variable 16C|MRACE16C|NCHS Appendix E|||||
Natality|71|401|3|Mother's Race Tabulation Variable 17C|MRACE17C|NCHS Appendix E|||||
Natality|72|404|3|Mother's Race Tabulation Variable 18C|MRACE18C|NCHS Appendix E|||||
Natality|73|407|3|Mother's Race Tabulation Variable 19C|MRACE19C|NCHS Appendix E|||||
Natality|74|410|3|Mother's Race Tabulation Variable 20C|MRACE20C|NCHS Appendix E|||||
Natality|75|413|3|Mother's Race Tabulation Variable 21C|MRACE21C|NCHS Appendix E|||||
Natality|76|416|3|Mother's Race Tabulation Variable 22C|MRACE22C|NCHS Appendix E|||||
Natality|77|419|3|Mother's Race Tabulation Variable 23C|MRACE23C|NCHS Appendix E|||||
Natality|78|422|1|Father's Education|FEDUC|"1 = 8th grade or less
2 = 9th through 12th grade; no diploma
3 = High School Graduate or GED Completed
4 = Some college credit| but no degree
5 = Associate Degree
6 = Bachelor's Degree
7 = Master's Degree
8 = Doctorate Degree or Professional Degree
9 = Unknown"|||||
Natality|79|423|1|Father's Education--Edit Flag|FEDUC_BYPASS|"0 = Edit Passed
1 = Edit Failed| Data Queried and Verified
2 = Edit Failed| Data Queried| but not Verified"|||||
Natality|80|424|1|Father of Hispanic Origin?--Mexican|FETHNIC1|"N = No| Not Mexican
H = Yes| Mexican
U = Unknown"|||||
Natality|81|425|1|Father of Hispanic Origin?--Puerto Rican|FETHNIC2|"N = No| Not Puerto Rican
H = Yes| Puerto Rican
U = Unknown"|||||
Natality|82|426|1|Father of Hispanic Origin?--Cuban|FETHNIC3|"N = No| Not Cuban
H = Yes| Cuban
U = Unknown"|||||
Natality|83|427|1|Father of Hispanic Origin?--Other|FETHNIC4|"N = No| Not other Hispanic
H = Yes| other Hispanic
U = Unknown"|||||
Natality|84|428|20|Father of Hispanic Origin?--Other Literal|FETHNIC5|Literal; blank|||||
Natality|85|448|1|Father's Race--White|FRACE1|"Y = Yes| box for race checked
N = No| box for race not checked"|||||
Natality|86|449|1|Father's Race--Black or African American|FRACE2|"Y| N"|||||
Natality|87|450|1|Father's Race--American Indian or Alaska Native|FRACE3|"Y| N"|||||
Natality|88|451|1|Father's Race--Asian Indian|FRACE4|"Y| N"|||||
Natality|89|452|1|Father's Race--Chinese|FRACE5|"Y| N"|||||
Natality|90|453|1|Father's Race--Filipino|FRACE6|"Y| N"|||||
Natality|91|454|1|Father's Race--Japanese|FRACE7|"Y| N"|||||
Natality|92|455|1|Father's Race--Korean|FRACE8|"Y| N"|||||
Natality|93|456|1|Father's Race--Vietnamese|FRACE9|"Y| N"|||||
Natality|94|457|1|Father's Race--Other Asian|FRACE10|"Y| N"|||||
Natality|95|458|1|Father's Race--Native Hawaiian|FRACE11|"Y| N"|||||
Natality|96|459|1|Father's Race--Guamanian or Chamorro|FRACE12|"Y| N"|||||
Natality|97|460|1|Father's Race--Samoan|FRACE13|"Y| N"|||||
Natality|98|461|1|Father's Race--Other Pacific Islander|FRACE14|"Y| N"|||||
Natality|99|462|1|Father's Race--Other|FRACE15|"Y| N"|||||
Natality|100|463|30|Father's Race--First American Indian or Alaska Native Literal|FRACE16|Literal; blank|||||
Natality|101|493|30|Father's Race--Second American Indian or Alaska Native Literal|FRACE17|Literal; blank|||||
Natality|102|523|30|Father's Race--First Other Asian Literal|FRACE18|Literal; blank|||||
Natality|103|553|30|Father's Race--Second Other Asian Literal|FRACE19|Literal; blank|||||
Natality|104|583|30|Father's Race--First Other Pacific Islander Literal|FRACE20|Literal; blank|||||
Natality|105|613|30|Father's Race--Second Other Pacific Islander Literal|FRACE21|Literal; blank|||||
Natality|106|643|30|Father's Race--First Other Literal|FRACE22|Literal; blank|||||
Natality|107|673|30|Father's Race--Second Other Literal|FRACE23|Literal; blank|||||
Natality|108|703|3|Father's Race Tabulation Variable 1E|FRACE1E|"NCHS Appendix E
(values for fields 108 - 123 returned from NCHS)"|||||
Natality|109|706|3|Father's Race Tabulation Variable 2E|FRACE2E|NCHS Appendix E|||||
Natality|110|709|3|Father's Race Tabulation Variable 3E|FRACE3E|NCHS Appendix E|||||
Natality|111|712|3|Father's Race Tabulation Variable 4E|FRACE4E|NCHS Appendix E|||||
Natality|112|715|3|Father's Race Tabulation Variable 5E|FRACE5E|NCHS Appendix E|||||
Natality|113|718|3|Father's Race Tabulation Variable 6E|FRACE6E|NCHS Appendix E|||||
Natality|114|721|3|Father's Race Tabulation Variable 7E|FRACE7E|NCHS Appendix E|||||
Natality|115|724|3|Father's Race Tabulation Variable 8E|FRACE8E|NCHS Appendix E|||||
Natality|116|727|3|Father's Race Tabulation Variable 16C|FRACE16C|NCHS Appendix E|||||
Natality|117|730|3|Father's Race Tabulation Variable 17C|FRACE17C|NCHS Appendix E|||||
Natality|118|733|3|Father's Race Tabulation Variable 18C|FRACE18C|NCHS Appendix E|||||
Natality|119|736|3|Father's Race Tabulation Variable 19C|FRACE19C|NCHS Appendix E|||||
Natality|120|739|3|Father's Race Tabulation Variable 20C|FRACE20C|NCHS Appendix E|||||
Natality|121|742|3|Father's Race Tabulation Variable 21C|FRACE21C|NCHS Appendix E|||||
Natality|122|745|3|Father's Race Tabulation Variable 22C|FRACE22C|NCHS Appendix E|||||
Natality|123|748|3|Father's Race Tabulation Variable 23C|FRACE23C|NCHS Appendix E|||||
Natality|124|751|1|Attendant Title|ATTEND|"1 = MD
2 = DO
3 = CNM/CM
4 = Other midwife
5 = Other (specify)
9 = Unknown"|||||
Natality|125|752|1|Mother Transferred?|TRAN|"Y = Yes
N = No
U = Unknown"|||||
Natality|126|753|2|Date of First Prenatal Care Visit--Month|DOFP_MO|"01-12| 88=no care| 99=unknown"|||||
Natality|127|755|2|Date of First Prenatal Care Visit--Day|DOFP_DY|"01-31 (based on month)| 88=no care| 99=unknown"|||||
Natality|128|757|4|Date of First Prenatal Care Visit--Year|DOFP_YR|"4 digit year; year of child's birth or
(year of child's birth - 1)| 8888=no care| 9999=unknown "|||||
Natality|129|761|2|Date of Last Prenatal Care Visit--Month(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOLP_MO|"01-12| 88=no care| 99=unknown"|||||
Natality|130|763|2|Date of Last Prenatal Care Visit--Day(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOLP_DY|"01-31 (based on month)| 88=no care| 99=unknown"|||||
Natality|131|765|4|Date of Last Prenatal Care Visit--Year(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|DOLP_YR|"4 digit year; year of child's birth or
(year of child's birth - 1)| 8888=no care| 9999=unknown"|||||
Natality|132|769|2|Total Number of Prenatal Care Visits|NPREV|"00-98| 99"|||||
Natality|133|771|1|Total Number of Prenatal Care Visits--Edit Flag|NPREV_BYPASS|"0 = Edit Passed
1 = Edit Failed| Number Verified
2 = Edit Failed| Number not Verified"|||||
Natality|134|772|1|Mother's Height--Feet|HFT|"1-8| 9"|||||
Natality|135|773|2|Mother's Height--Inches|HIN|"00-11| 99"|||||
Natality|136|775|1|Mother's Height--Edit Flag|HGT_BYPASS|"0 = Edit Passed
1 = Edit Failed| Number Verified
2 = Edit Failed| Number not Verified"|||||
Natality|137|776|3|Mother's Prepregnancy Weight (in whole pounds)|PWGT|"050-400| 999"|||||
Natality|138|779|1|Mother's Prepregnancy Weight--Edit Flag|PWGT_BYPASS|"0 = Edit Passed
1 = Edit Failed| Number Verified
2 = Edit Failed| Number not Verified"|||||
Natality|139|780|3|Mother's Weight at Delivery (in whole pounds)|DWGT|"050-450| 999"|||||
Natality|140|783|1|Mother's Weight at Delivery--Edit Flag|DWGT_BYPASS|"0 = Edit Passed
1 = Edit Failed| Number Verified
2 = Edit Failed| Number not Verified"|||||
Natality|141|784|1|Did Mother get WIC Food for Herself?|WIC|"Y = Yes
N = No
U = Unknown"|||||
Natality|142|785|2|Previous Live Births Now Living|PLBL|"00-30| 99"|||||
Natality|143|787|2|Previous Live Births Now Dead|PLBD|"00-30| 99"|||||
Natality|144|789|2|Previous Other Pregnancy Outcomes|POPO|"00-30| 99"|||||
Natality|145|791|2|Date of Last Live Birth--Month|MLLB|"01-12| 88| 99"|||||
Natality|146|793|4|Date of Last Live Birth--Year|YLLB|"4 digit year;(year of mother's birth + 10) through
year of child's birth| 8888| 9999"|||||
Natality|147|797|2|Date of Last Other Pregnancy Outcome--Month|MOPO|"01-12| 88| 99"|||||
Natality|148|799|4|Date of Last Other Pregnancy Outcome--Year|YOPO|"4 digit year;(year of mother's birth + 10) through
year of child's birth| 8888| 9999"|||||
Natality|149|803|2|Number of Cigarettes Smoked in 3 months prior to Pregnancy|CIGPN|"00-98| 99"|||||
Natality|150|805|2|Number of Cigarettes Smoked in 1st 3 months|CIGFN|"00-98| 99"|||||
Natality|151|807|2|Number of Cigarettes Smoked in 2nd 3 months|CIGSN|"00-98| 99"|||||
Natality|152|809|2|Number of Cigarettes Smoked in third or last trimester|CIGLN|"00-98| 99"|||||
Natality|153|811|1|Principal source of Payment for this delivery|PAY|"1 = Medicaid
2 = Private Insurance
3 = Self-pay
4 = Indian Health Service
5 = CHAMPUS/TRICARE
6 = Other Government (Fed| State| Local)
8 = Other
9 = Unknown"|||||
Natality|154|812|4|Date Last Normal Menses Began--Year|DLMP_YR|"4 digit year; year of child's birth
or (year of child's birth - 1)
or (year of child's birth - 2)| 9999"|||||
Natality|155|816|2|Date Last Normal Menses Began--Month|DLMP_MO|"01-12| 99"|||||
Natality|156|818|2|Date Last Normal Menses Began--Day|DLMP_DY|"01-31 (based on month)| 99"|||||
Natality|157|820|1|Risk Factors--Prepregnancy Diabetes|PDIAB|"Y = Yes
N = No
U = Unknown"|||||
Natality|158|821|1|Risk Factors--Gestational Diabetes|GDIAB|"Y| N| U"|||||
Natality|159|822|1|Risk Factors--Prepregnancy Hypertension |PHYPE|"Y| N| U"|||||
Natality|160|823|1|Risk Factors--Gestational Hypertension  (SEE ADDITIONAL HYPERTENSION CATEGORY IN LOCATION 924)|GHYPE|"Y| N| U"|||||
Natality|161|824|1|Risk Factors--Previous Preterm Births|PPB|"Y| N| U"|||||
Natality|162|825|1|Risk Factors--Poor Pregnancy Outcomes(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PPO|"Y| N| U"|||||
Natality|163|826|1|Risk Factors--Vaginal Bleeding  (NCHS DELETED THIS ITEM EFFECTIVE 2011)|VB|"Y| N| U (BLANK IF DELETED)"|||||
Natality|164|827|1|Risk Factors--Infertility Treatment  (SEE ADDITIONAL SUBCATEGORIES IN LOCATIONS 925-926)|INFT|"Y| N| U"|||||
Natality|165|828|1|Risk Factors--Previous Cesarean|PCES|"Y| N| U"|||||
Natality|166|829|2|Risk Factors--Number Previous Cesareans|NPCES|"00-30| 99"|||||
Natality|167|831|1|Risk Factors--Number Previous Cesareans--Edit Flag|NPCES_BYPASS|"0 = Edit Passed
1 = Edit Failed| Verified"|||||
Natality|168|832|1|Infections Present--Gonorrhea|GON|"Y = Yes
N = No
U = Unknown"|||||
Natality|169|833|1|Infections Present--Syphilis|SYPH|"Y| N| U"|||||
Natality|170|834|1|Infections Present--Herpes Simplex (HSV)  (NCHS DELETED THIS ITEM EFFECTIVE 2011)|HSV|"Y| N| U (BLANK IF DELETED)"|||||
Natality|171|835|1|Infections Present--Chlamydia|CHAM|"Y| N| U"|||||
Natality|172|836|1|Infections Present--Hepatitis B|HEPB|"Y| N| U"|||||
Natality|173|837|1|Infections Present--Hepatitis C|HEPC|"Y| N| U"|||||
Natality|174|838|1|Obstetric Procedures--Cervical Cerclage(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|CERV|"Y = Yes
N = No
U = Unknown"|||||
Natality|175|839|1|Obstetric Procedures--Tocolysis(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|TOC|"Y| N| U"|||||
Natality|176|840|1|Obstetric Procedures--Successful External Cephalic Version|ECVS|"Y| N| U"|||||
Natality|177|841|1|Obstetric Procedures--Failed External Cephalic Version|ECVF|"Y| N| U"|||||
Natality|178|842|1|Onset of Labor--Premature Rupture of Membranes(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PROM|"Y = Yes
N = No
U = Unknown"|||||
Natality|179|843|1|Onset of Labor--Precipitous Labor(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PRIC|"Y| N| U"|||||
Natality|180|844|1|Onset of Labor--Prolonged Labor(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|PROL|"Y| N| U"|||||
Natality|181|845|1|Characteristics of Labor & Delivery--Induction of Labor|INDL|"Y = Yes
N = No
U = Unknown"|||||
Natality|182|846|1|Characteristics of Labor & Delivery--Augmentation of Labor|AUGL|"Y| N| U"|||||
Natality|183|847|1|Characteristics of Labor & Delivery--Non-vertex Presentation (NCHS DELETED THIS ITEM EFFECTIVE 2011)|NVPR|"Y| N| U (BLANK IF DELETED)"|||||
Natality|184|848|1|Characteristics of Labor & Delivery--Steroids|STER|"Y| N| U"|||||
Natality|185|849|1|Characteristics of Labor & Delivery--Antibiotics|ANTB|"Y| N| U"|||||
Natality|186|850|1|Characteristics of Labor & Delivery--Chorioamnionitis|CHOR|"Y| N| U"|||||
Natality|187|851|1|Characteristics of Labor & Delivery--Meconium Staining(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|MECS|"Y| N| U"|||||
Natality|188|852|1|Characteristics of Labor & Delivery--Fetal Intolerance(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|FINT|"Y| N| U"|||||
Natality|189|853|1|Characteristics of Labor & Delivery--Anesthesia|ESAN|"Y| N| U"|||||
Natality|190|854|1|Method of Delivery--Attempted Forceps (NCHS DELETED THIS ITEM EFFECTIVE 2011)|ATTF|"Y| N| U (BLANK IF DELETED)"|||||
Natality|191|855|1|Method of Delivery--Attempted Vacuum (NCHS DELETED THIS ITEM EFFECTIVE 2011)|ATTV|"Y| N| U (BLANK IF DELETED)"|||||
Natality|192|856|1|Method of Delivery--Fetal Presentation|PRES|"1 = Cephalic
2 = Breech
3 = Other
9 = Unknown"|||||
Natality|193|857|1|Method of Delivery--Route and Method of Delivery|ROUT|"1 = Spontaneous
2 = Forceps
3 = Vacuum
4 = Cesarean
9 = Unknown"|||||
Natality|194|858|1|Method of Delivery--Trial of Labor Attempted|TLAB|"Y = Yes
N = No
U = Unknown
X = Not Applicable"|||||
Natality|195|859|1|Maternal Morbidity--Maternal Transfusion|MTR|"Y = Yes
N = No
U = Unknown"|||||
Natality|196|860|1|Maternal Morbidity--Perineal Laceration|PLAC|"Y| N| U"|||||
Natality|197|861|1|Maternal Morbidity--Ruptured Uterus|RUT|"Y| N| U"|||||
Natality|198|862|1|Maternal Morbidity--Unplanned Hysterectomy|UHYS|"Y| N| U"|||||
Natality|199|863|1|Maternal Morbidity--Admit to Intensive Care|AINT|"Y| N| U"|||||
Natality|200|864|1|Maternal Morbidity--Unplanned Operation(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|UOPR|"Y| N| U"|||||
Natality|201|865|4|Birthweight in grams|BWG|0000-9998; 9999=unknown|||||
Natality|202|869|1|Birthweight--Edit Flag|BW_BYPASS|"0 = Off
1 = Queried data correct| out of range
2 = Queried| failed birthweight/gestation edit"|||||
Natality|203|870|2|Obstetric Estimation of Gestation|OWGEST|"00-98| 99"|||||
Natality|204|872|1|Obstetric Estimation of Gestation--Edit Flag|OWGEST_BYPASS|"0 = Off
1 = Queried data correct| out of range"|||||
Natality|205|873|2|Apgar Score at 5 Minutes|APGAR5|"00-10| 99"|||||
Natality|206|875|2|Apgar Score at 10 Minutes|APGAR10|"00-10| 88| 99"|||||
Natality|207|877|2|Plurality|PLUR|"01-12| 99"|||||
Natality|208|879|2|Set Order|SORD|"01-12| 99"|||||
Natality|209|881|2|Number of Live Born|LIVEB|"01-12| 99"|||||
Natality|210|883|6|Matching Number|MATCH|left 0 filled; 000001-999999|||||
Natality|211|889|1|Plurality--Edit Flag|PLUR_BYPASS|"0 = OFF
1 = Queried| and Correct
2 = Plurality/Set Order Queried| Inconsistent"|||||
Natality|212|890|1|Abnormal Conditions of the Newborn--Assisted Ventilation|AVEN1|"Y = Yes
N = No
U = Unknown"|||||
Natality|213|891|1|Abnormal Conditions of the Newborn--Assisted Ventilation > 6 hours|AVEN6|"Y| N| U"|||||
Natality|214|892|1|Abnormal Conditions of the Newborn--Admission to NICU|NICU|"Y| N| U"|||||
Natality|215|893|1|Abnormal Conditions of the Newborn--Surfactant Replacement|SURF|"Y| N| U"|||||
Natality|216|894|1|Abnormal Conditions of the Newborn--Antibiotics|ANTI|"Y| N| U"|||||
Natality|217|895|1|Abnormal Conditions of the Newborn--Seizures|SEIZ|"Y| N| U"|||||
Natality|218|896|1|Abnormal Conditions of the Newborn--Birth Injury(NCHS DELETED THIS ITEM EFFECTIVE 2014/2015)|BINJ|"Y| N| U"|||||
Natality|219|897|1|Congenital Anomalies of the Newborn--Anencephaly|ANEN|"Y = Yes
N = No
U = Unknown"|||||
Natality|220|898|1|Congenital Anomalies of the Newborn--Meningomyelocele/Spina Bifida|MNSB|"Y| N| U"|||||
Natality|221|899|1|Congenital Anomalies of the Newborn--Cyanotic congenital heart disease|CCHD|"Y| N| U"|||||
Natality|222|900|1|Congenital Anomalies of the Newborn--Congenital diaphragmatic hernia|CDH|"Y| N| U"|||||
Natality|223|901|1|Congenital Anomalies of the Newborn--Omphalocele|OMPH|"Y| N| U"|||||
Natality|224|902|1|Congenital Anomalies of the Newborn--Gastroschisis|GAST|"Y| N| U"|||||
Natality|225|903|1|Congenital Anomalies of the Newborn--Limb Reduction Defect|LIMB|"Y| N| U"|||||
Natality|226|904|1|Congenital Anomalies of the Newborn--Cleft Lip with or without Cleft Palate|CL|"Y| N| U"|||||
Natality|227|905|1|Congenital Anomalies of the Newborn--Cleft Palate Alone|CP|"Y| N| U"|||||
Natality|228|906|1|Congenital Anomalies of the Newborn--Down Syndrome|DOWT|"C = Confirmed
P = Pending
N = No
U = Unknown"|||||
Natality|229|907|1|Congenital Anomalies of the Newborn--Suspected Chromosomal disorder|CDIT|"C = Confirmed
P = Pending
N = No
U = Unknown"|||||
Natality|230|908|1|Congenital Anomalies of the Newborn--Hypospadias|HYPO|"Y = Yes
N = No
U = Unknown"|||||
Natality|231|909|1|Was Infant Transferred Within 24 Hours of Delivery?|ITRAN|"Y = Yes
N = No
U = Unknown"|||||
Natality|232|910|1|Is Infant Living at Time of Report?|ILIV|"Y = Yes
N = No
U = Infant transferred| Status Unknown"|||||
Natality|233|911|1|"Is Infant Being Breastfed?  (RECOMMENDED CHANGE TO ""AT DISCHARGE"" EFFECTIVE 2004)"|BFED|"Y = Yes
N = No
U = Unknown"|||||
Natality|234|912|4|NCHS USE ONLY: Receipt date -- Year|R_YR|leave blank|||||
Natality|235|916|2|NCHS USE ONLY: Receipt date -- Month|R_MO|leave blank|||||
Natality|236|918|2|NCHS USE ONLY: Receipt date -- Day|R_DY|leave blank|||||
Natality|237|920|2|Mother's Reported Age|MAGER|"00-98| 99"|||||
Natality|238|922|2|Father's Reported Age|FAGER|"00-98| 99"|||||
Natality|239|924|1|Risk Factors--Hypertension Eclampsia   (RECOMMENDED ADDITION EFFECTIVE 2004)|EHYPE|"Y| N| U  (BLANK IF NOT ADDED)"|||||
Natality|240|925|1|Risk Factors--Infertility: Fertility Enhancing Drugs  (RECOMMENDED ADDITION EFFECTIVE 2004)|INFT_DRG|"Y = Yes
N = No
X = Not Applicable
U = Unknown
(BLANK IF NOT ADDED)"|||||
Natality|241|926|1|Risk Factors--Infertility: Asst. Rep. Technology  (RECOMMENDED ADDITION EFFECTIVE 2004)|INFT_ART|"Y| N| X| U  (BLANK IF NOT ADDED)"|||||
Natality|242|927|17|FILLER 1||BLANK|||||
Natality|243|944|4|Date of Registration--Year|DOR_YR|"4 digit year; >=year of birth| Blank (Date of Registration must be a valid date or entirely blank; no portions of the date may be unknown)"|||||
Natality|244|948|2|Date of Registration--Month|DOR_MO|"01-12| Blank"|||||
Natality|245|950|2|Date of Registration--Day|DOR_DY|"01-31 (based on month)| Blank"|||||
Natality|246|952|49|Abnormal Conditions of the Newborn--Microcephaly|MCPH|"Y| N| U (For those jurisdictions reporting Microcephaly| the first character of the 49 allotted to this field will be allocated for the single code structure description| and the only acceptable values are Y=yes| N=no and U=unknown)"|||||
Natality|"Additional NCHS and State Specific Data Items for Interjurisdictional Exchange
Fields 262-273 are required by NCHS as of 01/01/2022. Provide other information as allowable.                                                                                                       Unavailable/unshared fields should be blank except where noted."||||||||||
Natality|Field #|"Beginning
Location"|Length|Contents|Name|Code structure description|||||
Natality|247|1001|50|Child's First Name|KIDFNAME|Free form literal |||||
Natality|248|1051|50|Child's Middle Name|KIDMNAME|Free form literal |||||
Natality|249|1101|50|Child's Last Name|KIDLNAME|Free form literal |||||
Natality|250|1151|7|Child's Surname Suffix (moved from end)|KIDSUFFX|Valid suffix|||||
Natality|251|1158|25|County of Birth (Literal)|BIRTH_CO|valid county literal |||||
Natality|252|1183|50|City/town/place of birth (Literal)|BRTHCITY|Valid city/town/place literal|||||
Natality|253|1233|50|Name of Facility of Birth|HOSP|Facility name literal|||||
Natality|254|1283|50|Mother's First Name|MOMFNAME|Free form literal |||||
Natality|255|1333|50|Mother's Middle Name|MOMMIDDL|Free form literal |||||
Natality|256|1383|50|Mother's Last Name|MOMLNAME|Free form literal |||||
Natality|257|1433|7|Mother's Surname Suffix |MOMSUFFX|Valid suffix|||||
Natality|258|1440|50|Mother's First Maiden Name|MOMFMNME|Free form literal |||||
